"faculty_id","class_assignment","posterior_class_1","posterior_class_2","posterior_class_3","posterior_class_4","faculty_name","university","career_start_year","never_asst_prof","career_length","n_promotions","mean_pub_count"
60,4,1.0112900198068e-16,9.73432159286983e-78,2.7289608961512e-63,1,"Deborah E. Rupp","George Mason University",2002,0,24,2,9.91666666666667
22,4,0.00689771661036453,0.00725931903988595,1.63907804854208e-08,0.985842947958969,"Denise Reyes","University of Houston",2021,0,5,0,5.2
106,4,0.336953723443023,0.000356616879516288,0.000479639373340958,0.66221002030412,"Dia Chatterjee","CUNY Graduate Center",2022,0,4,0,2.75
80,4,0.00369786907277385,7.10694617582627e-07,1.0204458149704e-13,0.996301420232506,"Don Zhang","Louisiana State University",2016,0,10,1,4.8
33,4,1.12632074548948e-05,0.0348923328970789,4.79590554383003e-17,0.965096403895466,"Franki Y. H. Kung","Purdue University",2018,0,8,1,6.875
45,4,9.10004737716892e-11,0,2.97176809554797e-76,0.999999999909,"Fritz Drasgow","University of Illinois Urbana-Champaign",1982,0,40,2,7.325
88,4,0.00488678788273382,0.000558663997620659,1.27803837004824e-10,0.994554547991842,"Gargi Sawhney","Auburn University",2019,0,7,1,4.71428571428571
82,4,0.0149986931785558,0.0391228419699299,3.49688308645061e-06,0.945874967968428,"Haley Cobb","Louisiana State University",2023,0,3,0,6
47,4,0.0131970573402135,1.64722669067839e-05,1.76056754401191e-10,0.986786470216823,"Hanyi Haylee Min","University of Illinois Urbana-Champaign",2018,0,8,0,4.75
20,4,0.0586791736020346,2.30557126134271e-08,5.14701633330232e-11,0.941320803290783,"Isaac Sabat","University of Houston",2016,0,10,1,4
62,4,5.10555660411303e-05,1.34492507805056e-123,3.83937735958107e-34,0.999948944433959,"James LeBreton","Pennsylvania State University",2002,0,24,2,5.875
52,4,0.01296067135774,0.000791921996814501,8.29246368882442e-09,0.986247398352982,"Jeffrey Olenick","University of Georgia",2020,0,6,0,4.66666666666667
118,4,0.0115206183965893,0.0516245426435442,2.30329345757452e-06,0.936852535666409,"Jenna Van Fossen","Clemson University",2023,0,3,0,6
87,4,0.294190036020324,4.51959699380076e-89,2.56863452629937e-22,0.705809963979676,"Jinyan Fan","Auburn University",2004,0,22,2,4.04545454545455
98,4,0.260300041339844,7.60388271069568e-06,6.06228177264112e-07,0.739691748549268,"Josh Prasad","Colorado State University",2019,0,7,0,3.28571428571429
21,4,0.0265217008406513,0.0252267503242876,1.27293756409345e-05,0.94823881945942,"Kaylee Litson","University of Houston",2023,0,3,0,5
96,4,0.0140009108421738,0.000288930720485207,1.02982128033234e-09,0.98571015740752,"Keaton Fletcher","Colorado State University",2019,0,7,0,5.28571428571429
8,4,6.06889316451793e-13,0,8.67323809202532e-96,0.999999999999393,"Kevin Ford","Michigan State University",1983,0,43,2,10.2093023255814
9,4,0.00468219611626663,0.00059959728047532,1.09113576850756e-10,0.994718206494144,"Kevin Hoff","Michigan State University",2019,0,7,0,5
85,4,1.61912407146978e-07,0,2.33745627687818e-73,0.999999838087593,"Kevin Williams","University at Albany, SUNY",1984,0,42,2,6.69047619047619
92,4,0.000618835651844028,0.155348903356415,1.03453829381419e-09,0.844032259957202,"Louis Hickman","Virginia Tech",2022,0,4,0,7.25
50,4,6.45011545953185e-06,2.26003152833054e-21,6.38367518586895e-26,0.999993549884541,"Malissa Clark","University of Georgia",2010,0,16,2,5.6875
37,4,3.67321332079591e-06,3.71098902970977e-70,4.54995860665986e-35,0.999996326786679,"Margaret Beier","Rice University",2004,0,22,2,5.81818181818182
